GENOME1	GENOME2	ANI(1->2)	ANI(2->1)	AF(1->2)	AF(2->1)
POS2015-07-24-bin.19.fna	coassembly-bin.34.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.35.fna	69.99	69.54	0.06	0.05
POS2015-07-24-bin.19.fna	coassembly-bin.37.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.38.fna	68.33	68.31	0.05	0.03
POS2015-07-24-bin.19.fna	coassembly-bin.39.fna	71.31	71.38	0.01	0.03
POS2015-07-24-bin.19.fna	coassembly-bin.4.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.47.fna	99.65	99.62	0.53	0.46
POS2015-07-24-bin.19.fna	coassembly-bin.49.fna	70.90	71.02	0.06	0.03
POS2015-07-24-bin.19.fna	coassembly-bin.50.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.51.fna	77.95	67.50	0.05	0.15
POS2015-07-24-bin.19.fna	coassembly-bin.55.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.58.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.61.fna	69.56	62.42	0.08	0.04
POS2015-07-24-bin.19.fna	coassembly-bin.62.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.65.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.67.fna	70.71	70.74	0.07	0.05
POS2015-07-24-bin.19.fna	coassembly-bin.7.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.71.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.76.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.77.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.78.fna	70.71	71.20	0.06	0.06
POS2015-07-24-bin.19.fna	coassembly-bin.81.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.85.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.86.fna	71.01	70.94	0.03	0.02
POS2015-07-24-bin.19.fna	coassembly-bin.87.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.88.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.89.fna	70.71	70.93	0.05	0.05
POS2015-07-24-bin.19.fna	coassembly-bin.91.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.93.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.94.fna	0	0	0	0
POS2015-07-24-bin.19.fna	coassembly-bin.95.fna	71.09	71.99	0.09	0.05
POS2015-07-24-bin.19.fna	coassembly-bin.97.fna	69.11	68.85	0.01	0.01
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.100.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.105.fna	68.10	62.06	0.19	0.18
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.107.fna	70.28	70.39	0.02	0.03
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.109.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.112.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.113.fna	66.79	66.10	0.05	0.03
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.115.fna	33.05	60.79	0.10	0.01
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.116.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.14.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.22.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.36.fna	61.87	70.05	0.10	0.11
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.38.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.41.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.42.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.43.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.45.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.46.fna	73.34	70.38	0.10	0.03
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.49.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.51.fna	55.47	64.33	0.12	0.47
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.54.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.55.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.6.fna	70.17	65.75	0.13	0.18
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.74.fna	67.57	68.45	0.05	0.01
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.77.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.78.fna	99.98	97.49	0.53	0.52
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.79.fna	65.57	69.73	0.10	0.12
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.8.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.83.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.91.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.92.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.93.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.94.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-16-bin.99.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.101.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.113.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.114.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.115.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.118.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.119.fna	68.61	66.88	0.07	0.01
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.122.fna	70.32	70.95	0.03	0.02
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.124.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.13.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.15.fna	71.15	70.55	0.03	0.02
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.24.fna	58.93	69.27	0.20	0.11
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.29.fna	57.64	70.21	0.08	0.03
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.38.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.40.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.42.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.43.fna	52.46	58.14	0.14	0.03
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.45.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.49.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.5.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.51.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.52.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.53.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.54.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.55.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.57.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.59.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.65.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.66.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.67.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.72.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.73.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.79.fna	69.38	71.41	0.04	0.02
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.80.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.84.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.85.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.87.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.9.fna	65.79	70.47	0.05	0.03
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.93.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.96.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-07-24-bin.97.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.1.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.10.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.100.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.102.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.103.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.104.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.105.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.112.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.114.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.122.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.129.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.20.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.22.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.23.fna	73.36	66.66	0.03	0.03
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.28.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.33.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.34.fna	68.53	70.29	0.04	0.01
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.53.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.59.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.60.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.62.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.67.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.72.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.81.fna	70.54	66.99	0.09	0.08
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.82.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.84.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.9.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.92.fna	0	0	0	0
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.94.fna	70.67	70.98	0.02	0.02
POS2015-07-24-bin.2.fna	POS2015-08-06-bin.99.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.102.fna	42.90	69.87	0.07	0.02
POS2015-07-24-bin.2.fna	coassembly-bin.109.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.111.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.112.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.118.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.13.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.132.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.133.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.134.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.149.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.15.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.150.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.151.fna	67.01	71.33	0.07	0.03
POS2015-07-24-bin.2.fna	coassembly-bin.156.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.158.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.168.fna	62.63	70.36	0.12	0.02
POS2015-07-24-bin.2.fna	coassembly-bin.172.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.177.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.18.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.180.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.184.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.185.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.191.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.195.fna	67.93	65.85	0.12	0.06
POS2015-07-24-bin.2.fna	coassembly-bin.197.fna	69.02	69.58	0.03	0.02
POS2015-07-24-bin.2.fna	coassembly-bin.200.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.29.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.30.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.34.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.35.fna	68.14	68.37	0.02	0.03
POS2015-07-24-bin.2.fna	coassembly-bin.37.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.39.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.4.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.47.fna	60.11	71.52	0.14	0.09
POS2015-07-24-bin.2.fna	coassembly-bin.49.fna	57.21	60.67	0.16	0.04
POS2015-07-24-bin.2.fna	coassembly-bin.50.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.51.fna	66.14	70.42	0.09	0.22
POS2015-07-24-bin.2.fna	coassembly-bin.58.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.61.fna	64.37	67.57	0.07	0.02
POS2015-07-24-bin.2.fna	coassembly-bin.62.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.65.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.67.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.71.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.76.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.77.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.81.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.85.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.86.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.88.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.89.fna	55.50	69.28	0.03	0.03
POS2015-07-24-bin.2.fna	coassembly-bin.91.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.93.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.94.fna	0	0	0	0
POS2015-07-24-bin.2.fna	coassembly-bin.95.fna	70.44	72.02	0.03	0.03
POS2015-07-24-bin.2.fna	coassembly-bin.97.fna	75.88	82.74	0.10	0.76
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.105.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.115.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.116.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.22.fna	58.40	57.84	0.02	0.06
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.42.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.43.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.51.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.55.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.6.fna	56.73	59.97	0.16	0.18
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.74.fna	64.16	68.00	0.04	0.02
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.77.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.79.fna	99.97	99.97	0.53	0.54
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.83.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.94.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-16-bin.99.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.101.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.118.fna	70.23	69.62	0.04	0.01
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.119.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.122.fna	68.56	69.36	0.02	0.02
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.124.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.40.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.42.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.43.fna	64.41	61.95	0.07	0.02
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.45.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.5.fna	70.01	67.65	0.02	0.04
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.51.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.53.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.55.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.67.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.73.fna	66.78	68.92	0.11	0.02
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.85.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.87.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-07-24-bin.9.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.10.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.100.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.104.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.112.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.20.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.23.fna	66.86	68.52	0.03	0.02
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.33.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.53.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.60.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.81.fna	60.60	70.28	0.06	0.07
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.84.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.9.fna	0	0	0	0
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.92.fna	46.06	70.21	0.06	0.03
POS2015-07-24-bin.24.fna	POS2015-08-06-bin.99.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.111.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.133.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.158.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.172.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.18.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.184.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.185.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.197.fna	70.00	70.04	0.02	0.02
POS2015-07-24-bin.24.fna	coassembly-bin.200.fna	66.51	66.58	0.08	0.04
POS2015-07-24-bin.24.fna	coassembly-bin.29.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.35.fna	69.62	68.12	0.03	0.03
POS2015-07-24-bin.24.fna	coassembly-bin.37.fna	43.85	38.43	0.05	0.15
POS2015-07-24-bin.24.fna	coassembly-bin.4.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.49.fna	69.77	69.73	0.03	0.02
POS2015-07-24-bin.24.fna	coassembly-bin.50.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.51.fna	49.58	68.82	0.10	0.26
POS2015-07-24-bin.24.fna	coassembly-bin.65.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.77.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.81.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.85.fna	0	0	0	0
POS2015-07-24-bin.24.fna	coassembly-bin.89.fna	67.58	69.54	0.05	0.02
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.100.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.105.fna	69.96	55.35	0.04	0.11
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.109.fna	79.08	78.79	0.30	0.36
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.115.fna	70.45	70.60	0.03	0.01
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.116.fna	69.02	69.16	0.03	0.01
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.22.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.36.fna	71.19	69.07	0.06	0.08
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.38.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.41.fna	71.86	72.03	0.07	0.04
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.42.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.43.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.45.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.49.fna	72.04	61.40	0.07	0.06
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.51.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.54.fna	75.88	73.63	0.08	0.07
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.55.fna	68.54	61.61	0.05	0.06
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.6.fna	71.72	70.73	0.03	0.06
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.74.fna	70.93	70.95	0.07	0.05
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.77.fna	68.61	69.20	0.04	0.02
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.78.fna	70.17	70.56	0.03	0.06
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.79.fna	64.11	64.75	0.03	0.08
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.83.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.94.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-16-bin.99.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.101.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.113.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.114.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.115.fna	67.26	70.28	0.03	0.01
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.118.fna	70.07	71.64	0.04	0.02
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.119.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.122.fna	73.88	74.55	0.22	0.22
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.124.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.15.fna	79.47	79.68	0.29	0.28
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.24.fna	66.77	70.75	0.03	0.03
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.38.fna	68.71	68.18	0.08	0.06
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.40.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.42.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.43.fna	71.92	59.99	0.12	0.14
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.45.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.49.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.5.fna	67.47	61.31	0.05	0.04
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.51.fna	72.31	68.42	0.06	0.05
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.52.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.53.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.54.fna	71.07	71.11	0.05	0.05
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.55.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.57.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.59.fna	72.06	71.95	0.04	0.03
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.65.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.67.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.72.fna	69.13	69.36	0.02	0.01
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.73.fna	69.77	71.40	0.08	0.06
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.79.fna	70.94	70.92	0.04	0.04
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.80.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.85.fna	68.77	68.78	0.02	0.03
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.87.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.9.fna	73.04	72.80	0.08	0.08
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.96.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-07-24-bin.97.fna	69.44	56.74	0.04	0.06
POS2015-07-24-bin.29.fna	POS2015-08-06-bin.10.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-08-06-bin.100.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-08-06-bin.102.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-08-06-bin.103.fna	0	0	0	0
POS2015-07-24-bin.29.fna	POS2015-08-06-bin.104.fna	72.07	70.88	0.06	0.06
POS2015-07-24-bin.29.fna	POS2015-08-06-bin.105.fna	0	0	0	0
